0	2.735	1	4.10E+10	0
0	3.12	1	6.10E+10	0
0	2.324	1	2.50E+10	0
0	1.638	1	6.40E+10	0
0	2.084	1	4.80E+10	0
0	1.368	1	4.40E+10	0
0	2.035	1	3.20E+10	0
0	1.987	1	1.20E+10	0
0	2.389	1	1.50E+10	0
0	1.482	1	1.70E+10	0
0	2.134	1	2.40E+10	0
0	2.659	1	8.20E+10	0
0	3.161	1	4.00E+10	0
0	2.038	1	3.20E+10	0
0	1.906	1	2.20E+10	0
0	1.522	1	8.70E+09	0
0	2.123	1	3.00E+10	0
0	2.486	1	5.40E+10	0
0	3.295	1	9.50E+10	0
0	2.921	1	5.80E+10	0
0	3.265	1	6.90E+10	0
0	2.662	1	2.90E+10	0
0	1.922	1	1.60E+10	0
0	1.354	1	2.20E+10	0
0	1.463	1	1.80E+10	0
0	2.984	1	5.70E+10	0
0	2.92	1	7.90E+10	0
0	6.21	1	1.70E+11	0
0	1.859	1	3.20E+10	0
0	4.05	1	1.50E+11	0
0	3.079	1	8.70E+10	0
0	2.263	1	2.80E+10	0
0	4.823	1	1.80E+11	0
0	4.464	1	1.70E+11	0
0	3.664	1	7.30E+10	0
0	2.185	1	7.50E+10	0
0	2.551	1	5.90E+10	0
0	2.463	1	8.50E+10	0
0	3.115	1	5.40E+10	0
0	3.392	1	1.70E+10	0
0	1.744	1	2.40E+10	0
0	4.294	1	9.90E+10	0
0	1.337	1	2.00E+10	0
0	1.617	1	2.10E+10	0
0	2.913	1	7.40E+10	0
0	3.525	1	2.10E+11	0
0	3.405	1	4.40E+10	0
0	3.194	1	1.60E+11	0
0	3.818	1	1.10E+11	0
0	2.272	1	6.70E+10	0
0	1.827	1	1.90E+10	0
0	3.305	1	1.00E+11	0
0	1.468	1	2.30E+10	0
0	2.509	1	4.30E+10	0
0	3.624	1	7.50E+10	0
0	2.45	1	4.90E+10	0
0	4.078	1	2.10E+11	0
0	4.838	1	1.50E+11	0
0	2.728	1	7.30E+10	0
0	4.759	1	1.70E+11	0
0	2.105	1	3.30E+10	0
0	3.194	1	7.90E+10	0
0	4.341	1	1.80E+11	0
0	2.394	1	3.10E+10	0
0	2.409	1	8.60E+10	0
0	3.492	1	8.70E+10	0
0	2.242	1	1.50E+10	0
0	3.371	1	8.50E+10	0
0	3.749	1	1.10E+11	0
0	2.845	1	7.50E+10	0
0	3.932	1	1.40E+11	0
0	2.614	1	6.50E+10	0
0	3.747	1	1.10E+11	0
0	1.678	1	2.40E+10	0
0	2.254	1	7.20E+10	0
0	4.009	1	6.10E+10	0
0	4.742	1	1.30E+11	0
0	1.933	1	3.90E+10	0
0	2.906	1	6.10E+10	0
0	1.633	1	3.10E+10	0
0	2.542	1	2.80E+10	0
0	2.88	1	4.20E+10	0
0	2.325	1	2.20E+10	0
0	3.8	1	7.80E+10	0
0	3.52	1	5.10E+10	0
0	4.733	1	1.10E+11	0
0	3.383	1	7.80E+10	0
0	4.985	1	1.30E+11	0
0	2.955	1	3.10E+10	0
0	2.679	1	3.50E+10	0
0	2.946	1	6.00E+10	0
0	3.183	1	4.20E+10	0
0	2.772	1	6.70E+10	0
0	2.058	1	3.30E+10	0
0	3.522	1	5.20E+10	0
0	5.043	1	1.30E+11	0
0	2.945	1	4.10E+10	0
0	3.496	1	7.70E+10	0
0	4.496	1	1.60E+11	0
0	3.64	1	1.10E+11	0
0	2.301	1	4.40E+10	0
0	2.679	1	4.30E+10	0
